"job_title","job_description"
"ENGINEER - PIE RDA","Req. ID: 140029
Job Description
Partner with other Fab areas to resolve excursion, identify gaps and propose creative measures to prevent or minimize excursion impact. Facilitate communication and sharing of process information between first shift and shifts and raise awareness of critical process matters to shift engineers and technologists.
Responsibilities
Identify yield gain
Plan and execute baseline improvement program to drive the yield and meet yield target
Ensure process control charts set up properly, with correct limits and reaction mechanism
Understand defect morphology, transformation and ensure defect library is updated promptly
Ensure adequate sampling for the processes for timely execution of conversions
Meet and work with Process Integration, Production, and other process areas. Follow up on all defects related SWRs
Setting up contamination, defect, and performance qualification procedures and frequency
Characterizing the process response to parameters
Defining the process margin with respect to upstream and downstream steps
Qualifying conversions and new processes
Improving the process cost of ownership, throughput, and performance
Reducing scrap and excursions
Participate in Daily Area Meeting (DAM), focus group meeting, weekly Excursion Meeting to review recent excursion filed in WFMS and daily Engineering Meeting (EM) with PI and Process Owners for excursion updates to drive improvement.
Bridge communication gap between shift team to ensure excursion updates, reaction mechanism and lesson learnt and are being shared effectively.
Partner with other Fab areas to solve issues that affect multiple areas/levels excursion or unknown rootcause issues with potential yield impact.
Perform post mortem for excursion to identify gaps, propose system fix, setup business processes and perform fanout.
Perform engineering data analysis for using bevel/wisecam, E3 FD, Kalrf 1.8, RGB, D3, WIS and other available measurement parameters and inspection tools
All team members are required to complete their learning items within the stipulated time frame
For business process and/or QMS component that one is responsible or accountable for:
ensuring the QMS/business process that is effective and conforms to requirements
ensuring that the processes are delivering their intended outputs
reporting on QMS/business process performance and opportunities for improvement to management
ensuring the promotion of internal and external customer focus throughout the organization
ensuring the maintenance of the integrity of the QMS/ business process when changes are planned and implemented.
ensuring customer requirements are met
Requirements :
Bachelors Degree or equivalent experience
 Knowledge and understanding of SPC and its applications.
 Experience with the semiconductor area equipment and processes, and knowledge in probe functions will be an advantage.
 Excellent verbal and written communication, good PC skills, and strong data collection skills.
 Demonstrate proactive problem solving, communicate openly, and take responsibility
 Demonstrate good team work skills, multi-tasking capabilities and being self-motivated
 Demonstrate the ability to troubleshoot problems to address root causes.
 Show a strong focus on effective team dynamics.
Working Location :
1, North Coast Drive, Singapore 757432
About Micron
As the leader in innovative memory solutions, Micron is helping the world make sense of data by delivering technology that is transforming how the world uses information. Through our global brands — Micron, Crucial and Ballistix — we offer the industry’s broadest portfolio. We are the only company manufacturing today’s major memory and storage technologies: DRAM, NAND, NOR and 3D XPoint™ memory. Our solutions are purpose built to demonstrate the value of data to unlock financial insights, accelerate scientific breakthroughs and enhance communication around the world.
We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.
We recruit, hire, train, promote, discipline and provide other conditions of employment without regard to a person's race, color, religion, sex, age, national origin, disability, sexual orientation, gender identity and expression, pregnancy, veteran’s status, or other classifications protected under law. This includes providing reasonable accommodation for team members' disabilities or religious beliefs and practices.
Each manager, supervisor and team member is responsible for carrying out this policy. The EEO Administrator in Human Resources is responsible for administration of this policy. The administrator will monitor compliance and is available to answer any questions on EEO matters.
To request assistance with the application process, please contact Micron’s Human Resources Department at 1-800-336-8918 (or 208-368-4748).
Keywords: Singapore || North West (SG-03) || Singapore (SG) || Frontend Manufacturing || College || Regular || Engineering || #LI-ST1 ||"
"QA / QC Manager / Engineers (Metal Works)","Roles & Responsibilities
Responsible for the quality and workmanship of every activity, thorough knowledge of all phases of engineering construction relating to Metal Works, Welding for Building Construction Projects. Taking care of QA/QC documents of the entire project including certificates, calibration, test results, inspection requests, non-compliance reports and site instruction/observations, permanent materials delivered and other QA/QC documents.
Develop and determine all standards to perform inspection and tests on all procedures and oversee all testing methods and maintain high standards of quality for all processes.
Review quality of all materials at the site and ensure compliance with all project specifications and quality and collaborate with the department for all material procurement and maintain a quality of materials.
Supervise effective implementation of all test and inspection schedule and ensure adherence to all procedures and coordinate with various teams to perform quality audits on processes.
Assist with employees to ensure knowledge of all quality standards and ensure compliance to all quality manual and procedures and collaborate with contractors and suppliers to maintain the quality of all systems.
Analyze all products and non-conformance processes and evaluate all documents to ensure the maintenance of optimal quality and prepare monthly reports to evaluate performance.
Monitor an efficient system and record for all project activities and analyze all processes to ensure all work according to quality requirements.
Manage all work methods and maintain knowledge on all quality assurance standards and monitor continuous application for all quality assurance processes and recommend corrective actions for all processes.
Develop a method statement for the activity including risk assessment and job safety environmental analysis and Inspection Test Plan and Checklist based on specifications of the project.
Liaise the Technical Engineer for submission of material submittals to Consultant
Coordinate with the consultants representative and Site In-charge for inspection.
Familiar with Metal Works, Welding for Data Centre projects shall have added advantage
License No. 11C4619

Reg No. R1217747"
"EDI Engineers / Integration Technical Project Managers","Roles & Responsibilities
We are looking for experienced EDI (Electronic Data Interchange) Engineers/Integration Technical Project Managers for Epic’s software in connection with the implementation of Epic’s integrated suite of healthcare software. You will provide guidance and leadership to the EDI analysts on the implementation project for the Epic software for its customer in Singapore. You will provide expertise and technical assistance during the implementation of information exchange. You will accomplish this using both industry-standard and proprietary interfaces. The information will be exchanged between the customer's Epic software system and other non-Epic systems. You will be responsible for the design, development, testing, implementation, and support of the interfaces.
RequirementsBachelor’s degree or higher in engineering, computer science, math, information systems or a related field
1+ years of experience in technical project management, including design, development, testing, implementation and maintenance of interfaces to Epic software
Hold appropriate Epic certifications in:
Bridges Interface application
A major Epic software application
Chronicles and Cache programming"
"Product Engineer – Singapore","The Company: Nanometrics is a leading provider of advanced, high-performance process control metrology and inspection systems used primarily in the fabrication of semiconductors, high-brightness LEDs, data storage devices and solar photovoltaics.
Nanometrics’ automated and integrated systems address numerous process control applications, including critical dimension and film thickness measurement, device topography, defect inspection, overlay registration, and analysis of various other film properties such as optical, electrical and material characteristics. The company’s process control solutions are deployed throughout the fabrication process, from front-end-of-line substrate manufacturing to high-volume production of semiconductors and other devices, to advanced wafer-scale packaging applications.
Nanometrics’ systems enable device manufacturers to improve yields, increase productivity and lower their manufacturing costs. The company has been a pioneer and innovator in the field of optical metrology. Nanometrics has an extensive installed base of more than 6,500 systems in over 150 production factories worldwide. Our major customers and original equipment manufacturer (OEM) partners include the largest semiconductor and process equipment manufacturers in the world.
Nanometrics was incorporated in California in 1975. Nanometrics has been publicly traded since 1984 and is listed on NASDAQ (NANO).
Structure: The position reports to the Senior Manager in the Compute Systems and Analytics unit. The position will be based in Singapore.Position SummaryThis hire will be responsible for tracking and coordinating hardware and software product life cycles for a growing suite of applications. The ideal candidate must be well organized and will have specific experience with and working knowledge of software and enterprise computing hardware, infrastructure, and configurations.
Candidate must communicate clearly and well in English, both written and verbally and be able to work independently and function well in a highly matrixed organization. Must coordinate internal resources and engage product stakeholders and track and manage timelines, scopes, and deliverables across the lifecycles of multiple products. Will be responsible for organizing and improving documentation, requirements, procedures, and support guides. This hire will work closely with Engineering, Field Support Engineers, Document Control, and Tech Writers. Must be willing to travel as needed to engage new product introductions and review meetings.
The perfect candidate will be highly detailed-oriented, have extensive experience coordinating projects, be able to present information clearly with standard formatting and procedures, and also be forthright and frank about discarding processes that are not useful.
Skills required:
1-2 years of technical writing experience.
2-3 years of project management experience.
Interface with a highly technical and driven international team in a fast-paced culture.
Extensive and demonstratable experience using Microsoft Word, Excel, PowerPoint.
Technical knowledge of computers and server components.
Exceptional interpersonal skills and willing to work in a team environment.
Participate in conference calls across time zones globally.
Skills preferred:
CAPM, PMP, or other project management certification.
Technical experience preferred in DevOps, including networking, server administration (Windows and Linux), database management, automation, computer engineering, etc.
Familiarity with semiconductor fabrication and processes is advantageous.
Solid team contributor but able to work to independently when needed
BEng/BSc in a Computer Science/Engineering related field
Other Duties
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice."
"Commodity Engineer","Roles & Responsibilities
Responsibilities:
Source Mechanical/Electro-Mechanical/Electronics components to support new projectsAble to perform cost analysis and select best supplier to meet the product requirementResponsible in managing the relationship with the suppliers for all commercial issuesPerform cost reduction, VA/VE activities, etc. to achieve the KPIs set by management such as the material cost reduction targetTo be able to implement supply management strategies and activities such as VMI, JIT, EDI capabilities, etc.Be the escalation point when there are delivery issues during the MP and NPI stagesManagement of SAP data integrity

Requirements:
At least a Diploma in EngineeringMinimum 2-3 years of working experience in the EMS or electronic manufacturing environmentExperience in sourcing, purchasing or procuring of Mechanical/Electro-Mechanical/Electronics componentsStrong knowledge in Mechanical/Electro-Mechanical/Electronics commoditiesKnowledge in SAP will be an added advantage"
"IT Engineer(Executive)","Roles & ResponsibilitiesSupport to end users on all desktop hardware, software and network problems.
Able to perform installation, configuration, administration, migration, maintenance, backup/restore and troubleshooting of network and server infrastructure.
Familiar with maintaining hardware inventories and software licenses.
Experience in taking systems backup, data backup.
RequirementsDiploma/Advanced/Higher/Graduate Diploma, Bachelor's Degree/Post Graduate Diploma/Professional Degree in Computer Science/Information Technology or equivalent.
Min 2 Year(s) of working experience in the related field is required for this position.
Preferably with experiences in ERP Application and specialized in Network/System.
If you are keen to apply for the position, kindly email your detailed resume in MS Word to hr@recruit-expert.com with the position title.
Please note that only shortlisted candidates will be notified.
EA Licence: 19C9701
Registration: R1987553"
"Prototyping Engineer","10+ years professional experience in commercial or web-scale system software development and deliveryWillingness and availability to travel within the Asean region.Proficiency in a modern programming language such as C#, Java, or PythonUnderstanding of operating system fundamentals (Linux or Windows)Understanding of scalable computing systems, software architecture, data structures, and algorithmsKnowledge of network, distributed, asynchronous, and concurrent programmingKnowledge of professional software engineering best practices for the full software development life cycleStrong verbal and written communication skillsStrong analytical skills, with excellent problem solving abilities
The digital revolution is changing everything. This disruption is occurring everywhere, fueled by a rapidly growing technology stack that will impact virtually any industry, from consumer products, retail and healthcare to highly complex industrial engineering like automotive and aerospace. AWS is uniquely positioned to help our customers build the agility required to compete in these evolving marketplaces.
Core to Amazon’s innovation DNA is its methodology around executing experiments and prototypes to find the quickest and cheapest way to prove new ideas, technologies and business models in a real-world environment. Our Digital Innovation program is designed to help our customers leverage this new way of working to deliver tangible solutions using lean principles, iterative agile development, multi- functional teams and lightweight development concepts like micro services on the cloud.
The role of an Innovation Prototype Engineer will apply these methods to assemble and deliver solutions for the world’s leading clients. Do you have an entrepreneurial mindset, constantly challenge the norm and looking for better solutions? Do you have a Lean startup mentality with a good imagination and startup commercial acumen? Are you passionate about technology, understand digital architectures & platforms and quick to pick up emerging technologies? Have you built a reputation for innovation, using technology, across the full stack, creatively to solve business problems? Do you naturally build strong relationships with colleagues and work collaboratively to bring solutions to the market?
Amazon is seeking an outstanding Software Development Engineer to join the AWS Asean Prototyping Team to support our rapidly growing and dynamic business. As part of an agile digital development team you will support AWS customers to develop prototypes specific to their articulated strategic vision for new products and services. So, if you are someone who innovates, likes solving hard problems and working on cutting edge technology, we would love to have you on the team! The Digital prototyping team is a hands-on team of cross functional developers supporting AWS customers to build rapid MVP experiments adapted to their specific, innovation focused, use cases. The job will cover the Asean region, with significant traveling to customer sites.
Experience building and operating scalable infrastructure software or distributed systemsExperience developing storage software with knowledge of storage protocols and file system architectureFamiliar with building secure software using modern security principlesDemonstrated ability to achieve stretch goals in a highly innovative and fast paced environment"
"TS Engineer 2","Site Name: Singapore - TuasPosted Date: Aug 22 2019Responsibilities:
Mechanical: Manage a team to maintain and calibrate plant equipment and in qualification state for maximum plant availability at all times.
Ensure availability of plant assets to prevent production downtime.
Ensure all routine planned maintenance, calibration, routine planned repair / replacement and maintenance activities under maintenance team are completed on schedule.
Provide support to new project construction and commissioning activities.
SAP/ Planning: Manage Master Data base in SAP for MRO, Calibration & Measuremet (C&M) and Plant Maintenance (PM) modules for all entries of plant equipment, buildings and assets. Ensure Master Data is current and compliance with the Global Biologicals C&M and Maintenance practice & requirement.
Others:
Be a team player and spearhead in events.
Any other duties as assign by the supervisor.
Quality
Ensure proper good documentation and record system to ensure quality assurance operations.
Ensure Corrective Action / Preventive Action (CAPA) is in place to eliminate quality related deviation.
Ensure audit readiness.
Comply with all relevant site SOPs, global SOPs, GEP and GDP.
Requirements:
Degree in relevant engineering field with at least 4 years of relevant engineering experience or Technical Diploma with at least 6 years of relevant engineering experience.
At least 2 years of technical experience in Bio/Pharm Industry for Degree or at least 3 years of technical experience in Bio/Pharm Industry for Technical Diploma.
Highly knowledgeable and competent in their field of work.
Strong technical knowledge and well verse in all technical aspects.
Demonstrate excellent GMP behavior and safe practices.
Substantial fault-finding and trouble-shooting experience.
Strong leadership in team management.
Good analytical skill in investigation.
Lead complex issues investigation and detailed trouble-shooting.
Good interpersonal skills.
Good oral and communication skills.
Customer focus and result oriented.
Good people management and coaching skills.
Good team work.
A strong leader and think out of the box.
Excellent regulatory knowledge.
Integrity and Innovative.
Problem solving skill.
Analytical thinking skill.
Facilitation and organization skill.
Good time management.
Our goal is to be one of the world’s most innovative, best performing and trusted healthcare companies. We believe that we all bring something unique to GSK and when we combine our knowledge, experiences and styles together, the impact is incredible. Come join our adventure at GSK where you will be inspired to do your best work for our patients and consumers. A place where you can be you, feel good and keep growing.
Important notice to Employment businesses/ Agencies
GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site."
"Electrical / Electronic Engineer","Roles & ResponsibilitiesManage/write/maintain technical documentation, procedures and production documents.Confers with engineers, customers, and others to discuss project and prepare documents.Monitors status of project to ensure documentation is submitted according to schedule.Ability to plan and manage projects while engaging with internal/external stakeholdersApply systematic and analytic method of problem solving based on technical decisions.Work with the R+D and Engineering department to produce document to instruct operators on set-up, start-up, maintenance and daily operation of products.Work with production staff and engineers to develop and improve production processes to increase productivity.Align the company’s engineering and production resources (both internal and external
suppliers) to the daily project requirements.
Apply Lean Manufacturing methodologies to reduce costs by eliminating non-value added operations and to continuously implement new processes and introduce new products in a flexible and dynamic approach.Monitor operation process and analyse operational data to optimize the material yield and identify potential issues and opportunities for improvement.Drive results through productivity and innovation, process re-engineering, system reviews and leveraging on technology in a results-oriented environment.
Responsible for cost management including resource optimization and continuous improvements for existing business operations.
Able to set-up and mobilize new projects and participate actively in Continuous Improvement Process.
Manage individual projects (both R&D and customer projects) from pre-sales activities
through design, production, testing and delivery/acceptance.
Performs any related duties as required or assigned to ensure efficiency of the Company."
"Machine Learning Engineer","We are looking for a Machine Learning Engineer to join a Singaporean MNC’s Data Science team. As the group expands into using more advanced Data Science technologies, they are
looking for experts to come in and add value within a new area.
You’d be working with domain experts and data scientists to work on advanced analytics problems, making sure that the Machine Learning algorithms created are deployed and working in the production environment.
Responsibilities
Have strong experience running a full lifecycle of Machine Learning models – putting them into production. Being able to go from feature monitoring to testing and driving results for performance.
Be able to design, develop and deploy these models into a production environment for the team.
Schedule and orchestrate complex work-flows to ensure production happens on time.
Be capable in optimizing the models to create efficient algorithms
Work with a range of experts from Data Scientists to Engineers across the IT team, building a platform and framework that allows Machine Learning to be applied at a large-scale to business activities
Create a continuous culture of innovation and workflow in Machine Learning by researching the newest technologies on the market
Requirements
Minimally a Bachelors in Computer Science, Engineering, Mathematics, Statistics or other related fields
Minimally 5 years total work experience, preferably where you’ve had a mix of research and machine learning roles as well as software or data engineering roles.
Prior experience deploying machine learning models through a variety of tools, especially preferable if these have been on high-performance computing tools (e.g. Spark, Airflow, Kubernetes, Jenkins or Dockers)
Proficiency programming on at least one of the following languages: Python, Java, C++
Be fluent in Machine Learning frameworks (e.g. Tensorflow, Kaffe, PyTorch)
Have excellent communication skills in English, being able to communicate with highly technical members as well as less technical teammates and translate complicated machine learning concepts to the layperson.
Reaching out
For a confidential discussion on this or any other opportunities available in the market please contact Angie Wakefield at angie.wakefield@next-wavepartners.com - Direct Line: +65 6340 1949
EA License No: 16S8303 - EA Registration No: R1781517"
"Engineer Module Engineering (Etch Equipment) Fab 5","Responsibilities:
Able to perform Preventive Maintenance (PM) and Troubleshooting of equipment to ensure success & survival rate to meet module goals
Follow SOP, carry out CAS per specification and execute good maintenance of support tool
Able to perform shift duties (12-hours shift) to support the running of production in the Module and ensure equipment readiness and worthiness for production if required.
Maintain good housekeeping in the production floor / sub-fab / office and maintenance support areas
Ensure and follow good safety practice and also safe custody of tools, equipment and other properties belonging to the Module
Provide proper and accurate passed down of line issues and documentation (fill up and file the checklists)
Good data analysis and trouble-shooting skill.Requirements:
Degree in Electrical / Electronics / Mechanical / Mechatronics / Microelectronics Engineering with 1 to 2 years working experience in Electrical / Electronics industry.
Have working experience > 2 years on the related Etch tool types (AMAT DPS or eMXP+, LAM Alliance, TEL Unity, TEL SCCM, Mattson, Gasonic)
Good Team Player, truthful, logical and responsible attitude
Self motivated, meticulous, disciplined and able to support."
"Network Engineer","Roles & Responsibilities
We have a great opportunity for a talented and self-motivated Engineer to join our team at NCS! At NCS, we seek to nurture talents in creating and developing innovative solutions. If you are passionate about new technologies and new ideas, NCS could be a place for you!

Role & Responsibilities:

The candidate must have demonstrated experience successfully managing large, complex infrastructure support, data center and network operations projects. The candidate must be well-versed in a range of technical areas including:
Data distribution operations
Infrastructure security
IT audits
Information assurance
Application administration
Tier 2-4 technical support
IT asset management
Technical infrastructure management (Windows, UNIX, databases, data storage, mainframes)
Network infrastructure support
Telecommunications systems support
Enterprise applications management (O&M)
Staff Management:
Hire, retain and grow capable and effective project team members
Allocate team members to physical locations within the data center, and ensure they have the clearances, system access and equipment necessary to perform their tasks.
Deploy team building and professional development strategies to create high-performing teams
Closely monitor and manage team members across the program to align with the staffing plans, schedule, and cost constraints and goals
Subcontractor Management:
Ensure that subcontractor staff are well integrated into the project team
Monitor subcontractor performance and adherence to SLAs
Quality Management:
Ensure a high level of quality across all program outcomes
Identify and execute on opportunities for process improvements
Performance Management and Reporting:
Utilize performance metrics to track, manage, and analyze service delivery performance; communicate findings and proposed actions internally and to the VA, as appropriate
Develop and deliver internal and client-facing program reviews, status reports, performance reports and other communications
The ideal candidate should have:
This position requires 10+ years managing people in a technical environment with knowledge of Data Center Operations.
ITIL certification (above ITIL Foundations)
Five years’ experience leading large infrastructure support, data center and network operations programs using the ITIL methodology.
Demonstrated ability to establish large, geographically-dispersed teams providing operations support work, in a demanding, 365x24x7, customer-service-oriented environment.
Degree in Engineering, Computer Science, Systems, Business or related scientific /technical discipline (10 years of additional relevant experience may be substituted for education)
PMI PMP certification, or equivalent.
Proficiency with MS Office Suite, including MS Project and SharePoint.
Excellent written and verbal communication skills
Strong leadership, interpersonal, presentation and negotiation skills to effectively: manage direct and indirect reports, interact with partners and clients, and develop new business
Strong creative, analytical and problem solving and trouble-shooting skills
Strong ability to foster collaborative work in dynamic team environment
Singaporean required as background security clearance is mandatory for selected candidate"
"Associate Engineer Module Engineering (TF-CVD Process) Fab 7","Monitor and sustaining process / SPC to ensure quality of products meet specification
Review ESPC charts using SPACE and monitor all qualified processes using statistical tools.
Setup recipes/ job files in all metrology tools within the Module. Perform regular housekeeping of production job files.
Perform shift duties (12-hours shift) to support the running of production in the Module and ensure that integrity of the tools is in place to run the process.
Obtain data for lots affected by tool faults and dispose the affected lots accordingly with minimal held time.
Provide proper and accurate passdown of line issues, outstanding follow-up tasks and documentation (fill up and file the checklists).
Follow SOP, carry out CAS as per specification and execute SPSR in an accurately and timely manner.
Ensure and follow good housekeeping and safety practice when works in the fab or in the office area.
Diploma in Electrical / Electronics / Mechanical / Mechatronics / Microelectronics / Chemical process Engineering / Chemistry / Physics with 5 years working experience in electrical / electronics industry
Possess good ownership and accountability
Team Player, flexible and able to support overtime
Fresh graduates are welcome to apply"
"Research Engineer","Job no: 494219Work type: Contract, full-timeWe are looking for a Research Engineer to join our multi-disciplinary team of researchers at SUTD working on developing a technological system to encourage active ageing.

The job scope includes designing, developing, and field-testing a volunteer community network platform APP with backend cloud/data-management system that connects with wearable devices that collect physiological signals as well as track physical activities. The candidate will be working with a design engineering faculty and faculties and researchers from other pillars. Additional duties may include outreach, interacting with elderly adults, translation, literature search, manuscript drafting, proposal writing, and report writing.

We are looking for independent and motivated candidates with at least a Bachelor degree in Information technology, Computer Science Engineering, Design, or other related fields, with design and development expertise on APP, test-driven development, and info-security practices, community-network platform design, data security and management, times series data analysis, APP integration with wearables, and deployment. Candidate should be able to work collaboratively with a high performance team and influence with positive energy; resourceful and able to work out solutions with innovative thinking and new tech. Certification/experience with such as GPC, GCC (i.e. AWS, Azure, Google Cloud) or equivalent cloud platforms will be preferred.

Advertised: 16 Oct 2019 Singapore Standard Time"
"Maintenance Technician (Mechanical)","The incumbent reports to Supervisor (Mechanical) and will be stationed at our Terminal in Jurong Island.
Duties and Responsibilities
The incumbent shall be responsible for, but not limited to, the following scope of tasks and duties:
Carry out all preventive, predictive and corrective maintenance as directed by the Supervisor and clear completed work from the Computerized Maintenance Management System (CMMS) database.
Responsible for the proper maintenance on various rotating and static equipment and systems including the plant piping systems and structural support systems.
Response and resolve work orders for any malfunctioning for static and rotating equipment in the facility. Ensure minimum down time or timely repairs of production equipment
Determine materials, spares, tools and method required to complete maintenance task safely.
Plan and execute machinery condition monitoring and field data collection with production team and engineers.
Ensure all plant valves are fully operational and all mechanical components properly grease and lubricated where applicable, including carry out, strip, redress and rebuild of various types of control and plant valves.
Supervise and work closely with in-house contractor and equipment vendor to execute maintenance work at the terminal. Ensure safeguards are followed such as valid work permit are issued, wearing prescribed personal protection equipment etc.
Liaise with production team with all aspects of mechanical system testing, running, trouble-shooting, carry out material specification checks on all installed piping components such as gasket, bolts, etc.
Able to take on additional tasks or responsibilities as assigned by superiors
Participate in emergency response procedures and assigned to any specific roles and responsibilities for such purpose.
Work Experience Requirements
Minimum of two (2) years practical experience in the oil and petrochemical refinery. Candidates with no working experience are welcome to apply.
Experience in mechanical systems, knowledge of cryogenic hydrocarbon plant or LNG facilities are preferred.
Proficient in usage of Microsoft Office and trained in the use of the CMMS.
Ability to speak, write and communicate effectively in English.
In addition, the successful candidate should possess the following personal attributes:
A team player who can work well in a team and with good listening skill
High self-motivation with the ability to work with minimal supervision and adapt to changing priorities and assignments.
Performance Criteria
Able to carry out day to day assign tasks with minimum supervision.
Able to interpale / translate procedure/checklist and perform maintenance work.
Provide timely feedback to supervisors on maintenance status and unresolved problems areas.
Able to input maintenance activities, equipment history and work completion into CMMS.
Education Requirements
The candidate must have a Professional Certificate/NiTEC, Diploma in Engineering (Mechanical/ Mechatronic/ Electromechanical) or equivalent.
An attractive remuneration package will commensurate with candidate's experience and qualifications.
Interested applicants are invited to email their detailed resume with current and expected salary to careers@SLNGCorp.com (please indicate the position you are applying for in the subject heading). Alternatively, you may mail your application to:
Human Resources Department
Singapore LNG Corporation Pte. Ltd.
991G Alexandra Road #03-29C
Singapore 119975

We regret that only shortlisted candidates will be contacted."
"Engineering Specailist- MediaTest and MDW","About Our Group
Test Maintenance is the final testing area in the company. It carries out preventive maintenance job, product to product conversion, maintain automation, tester uptime and involves monitoring spindle to spindle yield performance.About the Role – You will:
Be responsible for all aspects of the production process
Take charge of equipment set-up and maintenance production or fabrication, test, production training and tool or machine making
Perform electrical or mechanical troubleshooting to determine problems in non-functioning electro-mechanical equipment used in the manufacturing process
Dismantle, adjust, repair and assemble equipment according to layout plans, blueprints, operating or repair manuals, rough sketches or drawings
 Use test and diagnostic equipment to perform checkouts
 Rebuild manufacturing equipment as when required
 Perform equipment modifications as directed by manufacturing engineers
Oversee the maintenance of production equipment
Maintain production equipment in a manner that meets company standards and ensures minimum equipment downtime
Oversee technicians that repair and maintain the production and test equipment
Establish and maintain preventive maintenance programs and procedures
Manage training programs to ensure proper operation, preventive maintenance and procedures
Maintain inventory of spare parts
Schedule manufacturing activitiesAbout You
Proficient in the relevant technical skill and techniques
Good understanding of the theoretical technical principles in the job function
Willing to work permanent night shiftYour Experience Includes:
Working experience in Test Maintenance department will be an advantageAbout You
Proficient in the relevant technical skill and techniques
Good understanding of the theoretical technical principles in the job function
Willing to work permanent night shiftYour Experience Includes:
Working experience in Test Maintenance department will be advantageLocation:
Woodlands RMOWoodlands:
Seagate Singapore International Headquarters Pte. Ltd. provides data storage products. The Company offers external and internal drives, drive tray, replacement parts, cases, and other accessories. Seagate Singapore International Headquarters serves customers worldwide. On-site, you can grab a bite from our canteen, enjoy work-out at the gym, enjoy our recreational activities like table tennis and yoga.Job Family: Operations Support"
"Consumer Networks - Associate Engineer","Realise your full potential with Asia's leading communications group. While we take pride in our 130-year heritage, our philosophy is to always look forward and evolve. Today, we are a leader in cutting-edge ICT innovation and digital advances, powered by a vast network of offices in countries and territories across Asia Pacific, the Middle East, Europe and the USA. Come be a part of our dynamic organisation as we create the infocomms landscape of the future.

Responsibilities:
Tier 2 maintenance on MSAN & DWDM (including Management Server to manage Huawei MSAN, Huawei DWDM, Nokia DWDM equipment).
Other OSS equipment includes : Eltek pNMS (DC Power Systems), Huawei NetEco (Transmission Containment) and some miscellaneous servers like SSU, Microwave, RFMTS and IFPS)
Perform remote/centralized support to other Operation team within SingTel on matters pertaining to Preventive and Corrective Maintenance activity on Transmission network and its Network Management System (NMS) / Data Communication Network (DCN). This includes Incident management, investigate root cause and write reports.
The pre-emptive maintenance involves analyzing error messages and propose any replacement or software/firmware upgrade. This function will includes the planning, coordination and MOP documents preparation for Change Request (Breakfix).
On a 24x7 work pattern. Standby activation during incident/outage or assign for shift duty work.
Support Engineer/Manager to
manage Singtel’s Transmission as well as Vendor’s laboratory, for the purpose of software validation, new service validation, new technology introduction and validation, fault simulation and equipment integration.
prepare statistical reports (using Microsoft Excel, Words and PowerPoint) on network activities, performance and reliabilities, as well as testing and investigation report during equipment/network failure.
manage the selected vendor to ensure the selected vendor meets contractual obligations for successful delivery of the project.\
manage Assets and Budget.
Provide technical support to relevant stakeholders.
Participate in special projects or task force on any other ad-hoc projects/assignmentsThe ideal candidate should have/be:
A diploma in electrical/electronic/telecommunications engineering or equivalent experience & knowledge
Minimum 2 years experiences in Telco working environment especially in Transmission and Data Communication area.
Good knowledge in telecommunication and networking (CCNA certification will be an added advantage)
Good knowledge of IP and ICT Technology, Access (MSAN, GPON and optical technology are preferred) and Transmission (WDM) Network.
Proficiency in Microsoft software such as Office (Words, Excel and Power Point), Visio, Project.
Excellent communication (both oral and written) as well as strong project, vendor and contract management skills
Possess drive and energy to explore new ways of doing things to improve existing processes.
Willing to learn new things by self-study, on-the-job training as well as through formal training.
A self-starter with the ability to work independently as well as in a team.

Let’s shape a better world through technology. Join us to lead the change."
