"job_title","job_description"
"IT Architect, Data Architecture","Job No: 1952 | Advertised on: 2019-06-08 | CIC: Jaclyn Tan | Reg. No: R1104237Job Location(s): West (eg: Queenstown, Jurong, Clementi, Tuas)
 JOB DESCRIPTION
Our client is actively searching for a IT Architect or Data Architecture to join their team!
If you are a dynamic individual seeking a new career opportunity, read further!The responsibilities of this role are:
This role is responsible for the design, development and implementation of data architecture of IT systems, with focus on data warehousing.
Design and develop data architecture standards, roadmap and practices.
Architect conceptual, logical and physical data models using data modelling approaches (e.g. 3NF, Kimball).
Design data integration solution for mission critical data warehousing systems and data processing systems.
Participate in data requirements gathering with subject matter experts, data analysts/scientists, IT and user communities, with the responsibility to ensure successful data design and implementation.
Responsible for data architecture artefacts such as data models, data specifications, data flows and data APIs associated with new, existing or modified data capture requirements.
Participate in the evaluation of data related technologies.
The ideal candidate will need to have the following qualities and experience:
Degree in Information Technology, Computer Science, Computer Engineering or equivalent with at least 10 years of working experience in a similar role.
Expert experience in data warehouse modelling approaches and database optimization.
Track record in data warehousing design and implementation.
Solid SQL skills, including experience querying large, complex data sets and performance analysis.
Strong experience with commercial ETL platforms, preferably Informatica, with in-depth knowledge and understanding of ETL methodology and design supporting data transformation.
Strong knowledge OLTP/OLAP/MPP database platforms.
Experience in data warehousing with MSSQL technology.
Experience in Hadoop platform will be a plus.
Strong business process and analytical skills with the ability to assimilate information quickly, and communicate complex requirements and issues clearly and concisely.All applicants' CV will be treated with the strictest confidentiality. We regret to inform that only shortlisted candidates will be contacted.
 SALARY
Negotiable"
"Instructional Associate","Since 2011, General Assembly has transformed tens of thousands of careers through pioneering, experiential education in today’s most in-demand skills. As featured in The Economist, Wired, and The New York Times, GA offers training in web development, data, design, business, and more, both online and at campuses around the world. Our global professional community boasts 40,000 full- and part-time alumni — and counting.

In addition to fostering career growth for individuals, GA helps employers cultivate top tech talent and spur innovation by transforming their teams through strategic learning. More than 21,000 employees at elite companies worldwide have honed their digital fluency with our corporate training programs. GA has also been recognized as one of Deloitte’s Technology Fast 500, and Fast Company has dubbed us leaders in World-Changing Ideas as well as the #1 Most Innovative Company in Education.

We are looking for full-time instructors:

Our Data Science Immersive is a life-changing educational experience where our students learn the skills and mindsets to take on new careers as web developers. We are looking for Instructors with strong Python experience to play a key role at our Singapore Campus.

Why teach our Data Science Immersive?

If you are looking to make a life-changing impact by sharing your love for data science with the next generation, we’d love for you to consider joining our team. As an instructional associate in our DSI course, you will have the opportunity to shape the vision and delivery of the course materials.

We deliver more than just skills training, and are looking for teachers who share our vision for a community of lifelong learners pursuing work that they love. As a full-time instructional associate for our full-time data science program, you will work with our instructional team to:
Work closely with one or more Lead Instructors to guide students through a rigorous, transformational journey towards apprenticeship in software development.
Become a better teacher, leader, and mentor as you learn from veteran instructors and our world-class instructional coaches.
Inspire and support students as they identify their passions and drive their own continued learning beyond the curriculum.
Adapt our global curriculum and use it to guide your teaching, building your own lesson plans as needed and contributing back your lessons learned over time.
Facilitate a safe, supportive, and energetic community that welcomes the various needs and learning styles of your students.
Identify and implement best practices for using online resources to maximize student engagement
What do we teach?

We adapt both our global curriculum and local approach to the technical trends and hiring environment of the times and cities we work in, but for our online program our primary educational approach centers around Python and SQL. In general, our curriculum is scaffolded to follow the historical evolution of data science. The course will primarily focus on Python and SQL, and students will have the opportunity to learn about R and Machine learning. We also cover all sorts of other things that junior data scientists need to know, like source control, team collaboration, and developer workflow.

We give students the chance to spend focused time building at least 4 major projects, in addition to other smaller projects and labs. About 20% of overall class time is spent on dedicated project work.

Required Skills and Qualifications
You are the person that your colleagues naturally gravitate to when they are trying to figure something out.
You are eager to shape the skills, minds, and careers of the newest generation of data scientists.
You are eager to teach in an online environment
You have working experience in both front-end and back-end development, and are fluent in:
You are very strong in SQL, Python, and related Python libraries (pandas, numpy).
You have domain expertise in statistics, mathematics, and probability.
You can build and apply statistical models in python using machine learning libraries, such as scikit-learn and stats models.
You have a deep understanding of statistical hypothesis testing and experimental design, data visualization techniques and tools (i.e. matplotlib, bokeh, etc), and manipulation of large data sets.
You can demonstrate and explain the function of machine learning algorithms such as regularized regression, naive bayes, decision trees, ensemble methods, KNN, K-means clustering, and neural networks.
You are the person your colleagues naturally gravitate to when they are trying to figure something out.
You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists.
Nice to haves:
You have proficiency with NLP python libraries such as NLTK; Hadoop or Apache Spark; D3.js or R.
You are on top of industry trends in big data, machine learning, deep learning, and AI.
You have previous data science or engineering teaching experience, through a course, workshop, team training, etc.
Role & Responsibilities
Ensure that students meet graduation requirements
Meet consistently with a designated group of students in your cohort to chart their progress and provide ongoing support
Responsible for the growth and development of a cohort of students within the class
Foster a collaborative, community-minded learning environment
Ongoing student communication around course progress
Homework support and grading feedback
Assist with lesson planning and creation"
"Data Scientist - Digital Marketing","someone who has digital marketing / marketing / communication working background
Job Title: Data Scientist
Number of Headcount(s): 1

: DAH Level 6) DAH level 5A
Hiring Manager Name: Lucy
Contract Duration: 1 year

Please indicate monthly salary budget range for this hiring ($): 8,000 - 11,000 SGD

Job Duties & responsibilities (List the principal duties. Use concise statements that provide a clear understanding of the level of responsibility, complexity, creativity and analysis performed in this position.)

Leverage analytics and data science to drive optimal decision-making across customer segmentation groupings, profitability analysis and customer value
Deliver consumer insights to our Digital Marketing, CRM, Brand and commercial teams across our 5 markets in SE Asia and India
Lead the gathering of customer insights including social channels and feed them back to regional and country level digital marketing teams
Deliver industry-leading marketing analytics by making full use of our data platforms, reporting, analytical & social intelligence tools

Required Experience (Indicate nature and extent of work experience including minimum number of years required.)

5-8 years of hands on experience on SAS
5+ years of experience using statistical computer languages: Python, Scala, PySpark, SLQ
Experience of applying variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL
Develop processes and tools to monitor and analyse model performance and data accuracy.

Professional Qualification

(please specify)

Degree in a quantitative discipline such as Engineering, Mathematics, Physics etc from a top university (or equivalent)
Excellent written and verbal communication skills for coordinating across teams
Drive to learn and master new technologies and techniques."
"Digital Account Manager","Department Overview
In FALCON, we do not subscribe to the traditional mould of account management. Our account management team are part scientist, part entrepreneur and part artist. You need to become a business partner to the clients, anticipating their business needs and leading the conversations with them. You need to be creative, understand and use data, and have the skills to grow your account and manage campaigns and projects with both internal and external stakeholders.
Role
Role
As an Account Manager, you will be leading and managing clients and campaigns, and be involved in new business pitches. You will provide internal leadership, and report to the Account Director to plan, oversee and execute multi-channel campaigns for several clients.
The Responsibilities
Responsibilities
Be the point of contact for all client requests and day-to-day handling of clients and campaigns, ensuring that briefs are met with quality and timeliness.
Work with creative, production and digital marketing teams on required deliverables, and manage client expectations by identifying and delivering the best possible digital solutions and client service level. Ensure quality of all works before delivery to clients.
Maintain timeline and ensure delivery for key milestones including presentations, approvals and production.
Work collaboratively with the internal/external/remote teams to execute campaigns.
Build and maintain strong, long-lasting relationships with clients and internal teams.
Manage campaign execution to ensure overall strategy is on-point.
Ensure high-quality work that is also delivered on budget and on time and manage vendors and invoicing.
Build enduring relationship with clients and inspire client confidence in the Agency.
Support the New Business Director in pitches and new accounts where required.
Identify and pursue growth opportunities and up-sell potentials within existing client base.The Requirements
Requirements
Minimum 3 years of proven account management experience in an advertising, media and/or marketing environment.
Experience with managing and executing multi-channel, TTL campaigns and has a good understanding of social media, email marketing, search marketing and digital media, including key marketing channels and tools like Facebook, Google Analytics and AdWords etc.
Experience working on local, regional and/or global MNC accounts.
Proven ability to solve business challenges creatively and effectively via technology, communication, and marketing.
Able to prioritise and efficiently work under pressure, and on tight deadlines while coping with the requirements of a fast-moving environment.
Detail-oriented and result-driven team player with an inquisitive mind-set and can-do attitude.
Able to prepare decks and confidently present to clients.
Is an excellent team player and demonstrates a high level of integrity in his/her approach to work and with all stakeholders ie colleagues, clients and partners/vendors.
Able to communicate effectively and confidently, and work with all stakeholders ie colleagues, clients and partners/vendors.
Able to ensure smooth day-to-day operation of projects with minimal supervision.
Demonstrates leadership qualities, has a solution-first attitude, and is eager-to-learn and willing to pitch in on anything.
Be perceived as dependable, with a potential to lead junior team members."
"Software Engineering Lead/Manager - Data Team","Job DescriptionSoftware engineering at Traveloka is the steward of technological components that make Traveloka works. With skill sets in Artificial Intelligence, Machine Learning, and other statistical topics, you will be placed in teams or projects with greater needs for intelligent systems, such as classification and auto-moderation of user-generated contents in hotel team, search ranking and relevance in some product teams, malicious bot detection, and fraud detection. You will collaborate with Data Analysts and/or Data Scientists in designing, refining, and implementing algorithms and in systems development.
Responsibilities
Get things done with minimal supervision or guidance and having short-term plans on what you are supposed to do
Should be able to design and build APIs, simpler multi-tier systems and making use of design patterns and guidelines to build systems and applications that are well structured, unit & integration testable, maintainable and capable of serving 1000+ requests per second with low latency
Make appropriate choices in platform components (languages, libraries, queuing systems, datastores, processing, application servers, etc). You will primarily be programming in Golang, but you will be expected to be able to deliver or review code in multiple languages and in multiple frameworks as needed,
Operationalize logging, metrics and alerting. Lead incident responses, perform root cause analysis and resolve issues in all tiers of the system
Gain understanding of BU fundamentals, their role in company ecosystem & gain understanding of business owner’s concerns
Share knowledge by mentoring, pairing, collaborations, presentations and lunch & learns
You will roughly spend 60-80% time in engineering and product, and 20-40% time in people management and coaching depending on team size.
QualificationsPassion in software engineering with special interest in Artificial Intelligence, machine learning, or other statistical topics
Excellent understanding of software engineering concepts, design patterns, and algorithms
Expert knowledge of at least one programming language such as Go, Python, Scala, or Java. Go knowledge is a bonus.
Advanced knowledge of SQL and production data stores and processing. Experience with GCP's systems (Big Query, Big Table, Data Flow, etc.) is a bonus.
Advanced proficiency with git, CI/CD, Deployment automation and so on
Experienced leading and managing a team
Fast learner and willing to pick up new frameworks and technologies
Curiosity to explore creative solutions and try new things
Solid verbal and written communication skills
Masters’ degree in Computer Science or equivalent experience
Additional Information
null"
"Enterprise Sales Manager","Nugit is driven by the desire to help people realize the possibilities of data. Our technology transforms business data into decision ready reports which are easy for people to understand and share.

Made up of an eclectic group of people from various fields and nationalities – data scientists, designers, sales, strategists and storytellers – Nugit believes in embracing diversity. Since our last round of funding led by Sequoia Capital, our team is growing rapidly and we are looking for talents who share the same passion to join our team!

As Enterprise Sales Manager, you will generate new business in existing accounts and new markets. Also, you will be responsible for driving strategic, enterprise-wide initiatives within the Enterprise segment. You must be able to forecast sales activity and revenue achievement, while creating satisfied and referenceable customers. Additional responsibilities include the following:

What you’ll be doing:

Build and maintain executive relationships with prospects and customers, influence long-term strategic direction, and act as a trusted advisor.
Sell products to new and/or current mid- and enterprise-sized customers in an assigned region and vertical to achieve or exceed assigned quota
Understand customer's goals, requirements and challenges and establish Nugit's product as the best solution available.
Manage entire sales cycle from contacting prospective customers to determine product needs and performs sales presentations to match company’s products and identified needs through to closing
Maintain sales records and prepare sales reports as required
Provide follow up with customers to ensure customer satisfaction with products provided
Maintain a 90 day rolling forecast
Identify prospects in region, understand competition in region and general business climate
Develop a sales pipeline via a complete understanding of the wireless networking space to
determine fit and enable predictable success at an account level
Work within a team environment in conjunction with Business Development Representatives, Customer Success, Engineers, Product and Marketing to maximize sales efforts and success rate
Who you are

Based in Singapore but with regional experience.
Fluency in English both speaking and writing, extra languages are a plus.
5+ years’ experience selling to direct customers (enterprises, agencies and publishers), working with channel partners/indirect sales a plus
Consistent earnings of ~ $200K (USD) Annual Contract deals in past sales roles while carrying +$1M (USD) quota and hitting those quotas
“Hunter” mentality
Ability to work independently
Strong sales background. A proven closer who can deliver sales results on plan anc comes with a network of contacts to allow sales manager to hit the ground running.
SaaS vendor experience and demonstrated success in a field sales capacity
Strong organizational skills with the ability to prioritize and manage time"
"Commerce Engineer, Apple Media Products","Summary
Posted: Oct 1, 2019
Role Number: 200107338
Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. Would you like the stimulation and challenges of building a world-class, extraordinary scalable commerce platform? Then this is the opportunity for you at Apple! We strive to provide a flawless purchase and subscription experience for our for millions of customers and developers. The Apple Media Products Commerce Engineering team is looking for a highly motivated, talented individual who will work on building and enhancing large-scale systems using distributed data stores with a strong focus on scalability and performance. We partner with a variety of cross and multi-functional team members from a diverse array of groups across the company You will join a hands-on development team that fosters creativity and generates novel solutions to deliver engineering excellence. Be a part of an innovative impactful team making a difference.
Key Qualifications
At least 4 years of exceptional Java programming experience
Object-oriented programming
Deep experience in Unix/Linux
Entity relationship modeling
Experience with Key/Value Stores
Knowledge of databases both SQL and NoSQL and entity relationship modeling
Experience programming for eventual consistency
Experience working in a large code base
Experience/knowledge working on highly scalable applications and RESTful web services
Familiarity with scalability and performance issues
Excellent judgment and integrity with the ability to make timely and sound decisions
Strong computer science background
Description
If you like the stimulation and challenges of building systems and features exposed to hundreds of millions of transacting users, and you want to make a difference, you will find Apple Media Products Engineering to be a fast-paced, rewarding environment where the best engineers and scientists collaborate to deliver fantastic products and features to our customers. This position is for a Software Engineer within the Apple Media Products Commerce team. We are seeking a Java engineer with experience implementing large scale systems and a deep knowledge of distributed key-value stores. The ideal candidate will be able to work independently, to drive a project from inception to production deployment with a strong focus on performance to get the most out of your systems' designs and implementations, no matter what the scale. You will care about measuring, profiling, tuning but you will also be able to think outside the box and question assumptions. You should be a great teammate and have excellent communication and presentation skills.
Education & Experience
BS or MS in Electrical or Computer Science or relevant industry experience is required."
"Front-end Engineer (Web)","ViSenze is one of the fastest growing A.I. start-ups and a leader in the development and adoption of image recognition technology. To help us build upon our success, we are seeking a Front-End Engineer to work collaboratively and alongside a group of highly dynamic engineers, designers, product managers in building systems and apps with swift implementation process and timeline.
The ideal candidate will enjoy working with a highly dynamic, motivated team that aims to collectively demonstrate creative problem-solving techniques, develop intellectual design, fast paced development and immense passion towards product delivery.
RESPONSIBILITIES

Build front end web applications for our customers, data scientist team and operations teams
Form and guide architecture and infrastructure components and decisions
Write, test and deploy code that is well documented, testable, efficient, scalable, portable and secured
Collaborate with product managers, design team and cross-functional teams to scope out technical and product requirements.
Manage API integrations with backend APIs.

Requirements

Bachelor's or master’s degree in computer science or related technical field; with a strong foundation in Computer Science
Related experience in Sass/CSS Styling, testing with Jasmine and Karma and in writing type-safe code with Typescript
Prior experience on working with front-end build system and automating the same using Grunt, Gulp and Webpack will be advantageous
Understanding of security, performance, scalability aspects in web application development
Proficiency in AngularJS 2.x with deep understanding and experience in designing and utilizing restful APIs
Knowledge of common JavaScript design patterns will be advantageous

About ViSenze
ViSenze is an Artificial Intelligence(A.I.) startup established in 2012 that develops advanced visual search and image recognition solutions to help businesses in eCommerce and content publishing. Utilising cutting-edge R&D in Machine Learning and Computer Vision technology, ViSenze can recommend visually-similar items to online shoppers, either on e-commerce platforms when they browse or search by uploading a picture or on content publisher platforms like social media and video networks.
ViSenze’s customers are well-known eCommerce and retail businesses around the world, like Rakuten, ASOS, Uniqlo, Zalora, Caratlane, Interpark and many more. The company has raised US$20 million series C in 2019, US$10.5 million series B in 2016 and US$3.5 million series A in 2014.
We are looking for people to join our cause – to simplify the visual web with really smart but simple visual tools. Spun off from the National University of Singapore (NUS) and backed by some of the most reputable international investors including Rakuten, ViSenze offers a rare opportunity to join a thriving, fast-paced, multi-cultural environment and be part of a truly exciting journey. You will be at the forefront of innovation, joining one of the very few A.I. startups in Singapore that tackles a global market."
"Senior Software Engineer - Android","The mobile teams are responsible for building Twitter for Android. These teams impact hundreds of millions of users, and face particularly interesting product and technical challenges that come paired with working at that scale. We keep development lightweight and agile, make data driven decisions, and release with high quality and velocity. Come be a part of our team!

Who We Are:

Our team is all about performance. We love using the latest technologies and tools for making our apps as performant, stable, and available as possible. We work at all layers of our applications, from the networking stack and other core infrastructure under the hood to UI changes and product features that are front and center. On the Mobile Performance team you have the opportunity to have significant ownership of and impact on the performance and quality of our mobile applications that hundreds of millions of people love to use.

What You'll Do:

As part of the team you'll be responsible for using your creativity, excellent problem solving and technical skills to enable Twitter for Android reach our next billion global users. You will collaborate closely with other highly motivated and wonderful client engineers, backend engineers, data scientists, product managers, and designers. You will use your in-depth knowledge of all things Android to craft features and infrastructure that :

Improve measured and perceived performance
Increase the quality of our apps on less performant devices and lower quality networks
Reach Twitter users around the worldThe work you drive will play a key role in Twitter user satisfaction and growth. Existing customers will immediately benefit from this work, and many more new customers worldwide will follow. You will empower people across the globe to connect and communicate.

Who You Are:

You’re an experienced mobile engineer looking to make Twitter's Android the best mobile experiences out there. You're someone who excels at user-centric product development and has a passion for making beautiful, smooth, and delightful mobile experiences. You care deeply about performance, you're experienced with the tools of the trade, you're comfortable digging into the nitty-gritty, and you’re eager to have an impact at a global scale.Ideally, you have experience with:

Top-notch programming skills in languages like Java, Swift, or Objective-C
Platform specific performance measurement and debugging tools
General networking knowledge with detailed experience in Android networking stacks
Implementing new features and optimizing existing ones
Technical depth that allows you to rapidly fix bugs and solve problems
Working closely across a variety of teams including product management, design, and engineering
Knowledge of core engineering concepts such as: common data structures, algorithms, profiling, and testing

Requirements:

3+ years experience developing previous Android applications
3+ years experience with Java, Swift, Objective-C
BS, MS, or PhD in computer science or a related field, or equivalent work experience"
"Postdoctoral Associate, SMART CAMP","SMART CAMP (Critical Analytics for Manufacturing Personalized-Medicine) is a new interdisciplinary research programme in Singapore (CREATE international research campus and innovation hub) and at the Massachusetts Institute of Technology (MIT). SMART CAMP addresses key technology bottlenecks in cell therapy manufacturing: (i) critical quality attributes of safe, effective cell therapy products; and (ii) integrated process analytics to monitor and modulate those attributes. While cell therapies are poised to transform healthcare for both the industry and the patient, there remain many outstanding scientific and technical challenges to significant global impact that this R&D programme addresses. This high-impact focus includes measurement and feedback control of processing parameters (process analytic technologies, or PAT) that contribute to cell viability and function during cell proliferation, and the measurement at intermediate and final steps of the cell product properties correlated with positive therapeutic outcomes (critical quality attributes, or CQA).
This interdisciplinary team comprises engineers, biologists, clinicians, manufacturing, and data analytics experts from multiple MIT academic units, and multiple Singapore-based universities, research centres of excellence, and hospitals who are experienced at translational demonstrations of technologies in safety-regulated industries such as cell therapies. As with all postdoctoral associates (PDAs) in SMART CAMP based in Singapore, the PDA will work in a diverse team of experts including several principal investigators (PIs) and PDAs, and receive direct mentorship regarding career development from a pair of who are based in Singapore and at MIT, respectively.
CAMP’s unique, enabling and cross-cutting capabilities include cell and clinical biology, microfluidics, real-time optics and spectroscopies, 3D-printed devices, process analytics, data analytics, and bioinformatics. This programme will demonstrate these approaches required of cell-based personalized medicine through three translational testbeds (three Flagship Projects), ultimately facilitating access for more patients to life-saving, approved cell therapies for currently intractable health challenges. These flagship projects will address allogeneic and autologous cell therapy products, including but not limited to cell sources including adult stem/progenitor cells and immune cells for treatment of specific cancers, tissue degeneration, and autoimmune diseases. This PDA is part of the core postdoctoral research team of CAMP, and will contribute his/her/their expertise to all three flagship projects as appropriate:
Flagship Project 1: Label-free critical quality attributes (CQA) for personalized efficacy of cell therapies, including multivariate analysis of biological and biophysical attributes
Flagship Project 2: Rapid critical quality attributes (CQA) for safety of cell sources & cell therapy products, including process analytic technologies (PAT)
Flagship Project 3: Integrated process analytic technologies (PAT) for cell proliferation and recovery, including in-line and intermittent monitoring to promote efficacy and safety CQA
Job Responsibilities
CAMP Core – Data analytics and machine learning
SMART CAMP research will address key bottlenecks in manufacturing therapeutic cells: critical quality attributes (CQA) of cells that elicit anticipated therapeutic response, and process analytic technologies (PAT) that monitor and maintain those attributes during cell expansion. This requires expertise in data analytics to identify correlates in high-dimensional datasets and to enable cell selection. Due to the various CQA and PAT involving large quantities of complex data, this PDA is one of two core positions of data scientists. This expertise in artificial intelligence-based machine learning/deep learning-based data analytics enabling rapid image analysis; the other core PDA contributes expertise in handling large data for in silico experiments using bioinformatic approaches. This core PDA will be collaborating with cell biologists, engineers and clinicians across all three CAMP flagship project teams to support data analysis needs.
This PDA is responsible for establishing the data analytics workflow of the core that focuses on optical data analysis for PAT decisions, consulting and seek input from CAMP colleagues to define, train and implement data projects to convert data to understanding that is amenable to CQA validation and PAT integration required of next-generation cell therapy production. This PDA will employ artificial intelligence methods, such as statistical machine learning with generative models, for regression analysis. Opportunities for specialized studies include analyzing real-time video imagery of cell geometric or physical parameters, and developing novel computational methods for analyzing new readouts from imaging, spectroscopy, hyper-spectral imaging, -omics data, or microfluidics, emphasizing the incorporation of biophysical models in the machine learning engines.
Job Requirements
Ph.D. degree in computational biology, bioinformatics, AI-based machine/deep learning, or a related field in the biological data sciences.
Highly motivated candidate with experience in interdisciplinary data research, with outstanding skills and abilities in informatics, data curation, large scale multivariate data analysis, statistics and statistical model building, as evidenced by publications and presentations
Excellent verbal and written English communication skills and desire to understand others problems and serve others are required
Excellent time management and organizational skills
Demonstrated ability to work independently, and to work collaboratively in a team
Self-motivated, independent, with superior organizational and analytical skills
Good track record of publications and scientific output
Able and committed to work in SingaporeInterested applicants are invited to send in their full CV/resume, cover letter and list of three references (to include reference names and contact information). We regret that only shortlisted candidates will be notified."
"Lead UX Designer - Refinitiv Labs","Refinitiv Labs provides a unique opportunity to work in a global company within a team with the culture of a start-up.Refinitiv Labs
Refinitiv Labs investigates the application of new technology to Refinitiv products and services. Technologies, we are investigating or actively using include NLP, machine learning and graph databases. The team itself is multi-disciplinary comprising specialists in data science, software engineering and design.
Product or Service
Labs are involved in a large range of projects leveraging a multitude of different technologies so a successful candidate is unlikely to be assigned to a single product or service. Information about specific projects would be discussed in the course of the interview process
As a part of our growing Singapore Lab team of data scientists, engineers and UX/UI designers you will be part of our global network of like-minded colleagues in our sister labs in London, Singapore, and San Francisco.
Recently the group has worked on graph-based risk analysis, turned text into risk signals, created ML predictions of bond prices, and created real time data simulation.
Our team offers a great flexible working environment, values curiosity and supports an open and learning culture for all levels of experience & seniority.
Role Summary
Working with software engineers, interface designers and domain specialists you’ll improve existing Refinitiv products and services and help to define and build entirely new products and services.
Key Responsibilities
Understanding, qualifying and framing the problem or opportunity in collaboration with your colleagues.
Considering and/or collecting a number of inputs (sociological and technical change, user feedback, product management requirements, analytics, design critiques and your own personal opinion)
Generating a number of outputs (flows, wireframes, interactive prototypes, user stories)
Communicating, discussing and (possibly) adjusting these outputs with your colleagues/customers and finally
Working with the team to make things happen to their logical conclusion.
Key Relationships
Software engineers, interface designers, end user and project stakeholders.
Essential Skills & Qualities
You’ll need to be able to:
conduct thorough and well-documented desk research
plan and run meetings/workshops
plan, conduct and document users interview and user testing
develop schematics and wireframes
write well e.g. you can put convincing copy on your wireframes
You:
are an attentive listener, interpreter and communicator
are proactive and self-motivated
have eye and point-of-view on design
think creatively
enjoy solving problems
can defend a position, is flexible and diplomatic
are accurate and have good attention to detail
Essential Experience
Substantial on-the-job UX experience
Worked in a multi-disciplinary team
Desired But Not Mandatory Experience
Animation/motion graphics
Video editing
HTML/CSS
Javascript
Product management
Define user stories
Define analytics requirements
Education/Certification
A relevant degree but not mandatory if they have relevant experience.
The Financial and Risk Business of Thomson Reuters is now Refinitiv. Refinitiv equips the financial community with access to an open platform that uncovers opportunity and catalyzes change. With a dynamic combination of data, insights, technology, and news from Reuters, our customers can access solutions for every challenge, including a breadth of applications, tools, and content—all supported by human expertise. At Refinitiv, we facilitate the connections that propel people and organizations to find new possibilities to move forward.
As a global business, we rely on diversity of culture and thought to deliver on our goals. Therefore we seek talented, qualified employees in all our operations around the world regardless of race, color, sex/gender, including pregnancy, gender identity and expression, national origin, religion, sexual orientation, disability, age, marital status, citizen status, veteran status, or any other protected classification under country or local law. Refinitiv is proud to be an Equal Employment Opportunity/Affirmative Action Employer providing a drug-free workplace.
Intrigued by a challenge as large and fascinating as the world itself? Come join us.
Locations
Singapore-Singapore"
"Lazada-Senior Industrial Engineer -Fulfillment Team","Team introduction
Launched in 2012, Lazada has grown rapidly to include over 7000 full-time employees in the region, with eCommerce operations in Indonesia, Malaysia, Philippines, Singapore, Thailand, Vietnam and a sourcing center in Hong Kong that drives cross-border marketplace activities as well as a Regional TechHubs in Vietnam, Singapore and China.
Your future benefits will be:Medical insurance from the first day.Flexible working hours in the office.Caring and respectful HR team.E-learning access and tech meet-ups/conferences. Access to technical articles from blog by thousands of engineers all across Alibaba group.Powerful workstations and various software licenses (Mac / Winbook + HD displays to your liking).Daily snacks, bi-weekly fruits and a weekly chill-out on Friday and of course high quality arabica coffee.Personal development system for both specialists and managers.Experienced managers (used-to-be developers).Opportunity to become public speakers in technology and take part in industry conferences – for top performers.Exciting business travels.No dress code.
Job description
About RedMart
As one of the fastest growing ecommerce companies in Asia, RedMart offers an unparalleled experience scaling a startup. Our culture: entrepreneurial, fiercely intelligent, team oriented, deeply creative and whatever you add to it! We’re fanatic about improving our customer experience and providing “wow” customer service.
We're interested in talented, creative and passionate people joining our fantastic team who believe in our mission: To save our customers time and money for the important things in life!
Our technology focused “RED Teams” are generally made up of the following roles: industrial and process engineers, product managers, software engineers, data scientists, and analysts. Each team is focused on a specific function of the business (e.g. transport, fulfillment, inventory, CRM, purchasing) and faces specific business stakeholders as “internal customers”.
Role Purpose
At RedMart we use technology to delight our customers; we innovate to make our customers’ lives better. As an Industrial Engineer on the Fulfillment RED Team, you will be responsible for designing and continuously improving operational processes, layouts, equipment, and working with software engineers to provide fulfillment center software and hardware products, all to serve our customers better.Job requirements
Key tasks and responsibilities
The primary areas of responsibility of Industrial Engineer - Fulfillment will be to:Monitor customer experience, operational and financial fulfillment KPIs, and prioritize and act on opportunities and problems.Be proactive, with an open and inquisitive mind to partner with RedMart’s business units (Ops, Commercial, HR, Finance). Develop and manage effective stakeholder relationships with ground operations and third party vendors.Understand the end-to-end supply chain process. Measure, model and simulate complex supply chain flows to identify key bottlenecks in the short, medium to long-term and come up with and implement solutions to resolving these bottlenecks.Align with the commercial and operations teams on optimum range, stock-holding and throughput plan to scale existing facilities.Conduct on-site observations, perform extensive data analysis, and create real-time reports to measure the current operations processes.Conceptualize, develop, and implement new scalable processes, equipment and optimization techniques to reduce fulfillment costs, reduce defects and improve customer experience.Work with software engineers and product designers to develop fulfillment systems and processes.Develop the right communication and training materials to support successful implementation and sustainability of the solutions developed.Manage projects through the complete life-cycle and deliver sustainable change.Assess the financial impact of solutions and prepare business cases.Be creative and work on challenging new stuff every other day!
Attitude & behaviours critical to success
To be successful in this role, you must have a passion for logistics and supply chain, continuous improvement and an unrelenting customer focus. In addition to focusing on flawless execution you will have high energy, intellectual curiosity and proven track record of delivering results.

You will have demonstrated:Perseverance. Building a great company that customers love is hard work. Many challenges await and we are looking for team members we can count on when things get tough.High business Impact. We are results oriented. We value people who focus on the right things and get them done.Strategic awareness, financial fluency and a strong understanding of a profit and loss account.Great operational, engineering and business judgement. Willingness and ability to take smart risks and fail forward.Clear interest in working closely with RedMart fulfillment personnel to understand core issues and come up with innovative solutions.Track record of successfully delivering multi-stakeholder projects that marry technology, people and process.Excellent listening ability with clear, concise communication in both written and spoken EnglishWillingness to take on new challenges with a flexible, let's-give-it-a-try attitude.Excellent attention to detail.Readiness to work outside normal working hours when required.
Qualifications / Relevant Work ExperienceBachelor’s degree in operations research, industrial and systems engineering, supply chain logistics, mechanical engineering or related discipline; Master’s degree or higher preferredDeep operational, process and industrial engineering expertise in eCommerce or logistics or supply chain consulting. eCommerce fulfilment center experience a plus.Superb data-analysis and statistical skills, including advanced proficiency in Excel, statistical software packages (e.g. SPSS, Minitab) and SQL. Knowledge of at least one programming language - R/Python is prefered. Knowledge of Tableau is a plus.Experience with engineering design using CAD. (AutoCAD and/or any other 3-dimensional drafting software.)Knowledge of simulation tools (e.g. Arena, Simio) is a plus."
